index,target,tags,irrelevant_tags
3700,0,bird | blanket | branch | brown | brush | floor | food | gray | snow | snowy | stand | tail | tree | tree branch | twig | walk,branch | snowy | brown | snow | tree | tail | stand | blanket | food | gray | walk | twig | brush | tree branch | floor
2265,0,bamboo | bamboo forest | bird | green | hide | perch | sit | stand | stem | tree | yellow,sit | green | tree | bamboo | yellow | stand | stem | hide | bamboo forest | perch
3321,0,beak | bird | blanket | branch | brown | brush | floor | perch | stone | sit | snow | sparrow | stand | tree | vegetation,branch | sit | brown | stone | snow | tree | stand | blanket | vegetation | brush | floor | perch
398,0,area | bird | blue | floor | forest | gray | lush | perch | sit | stand | tree | white | wood,white | forest | floor | sit | wood | tree | blue | stand | area | gray | lush | perch
1456,0,aquarium | bird | blue | fish | green | greenery | hide | lush | parrot | perch | plant | reed | stand | stem | vegetation,reed | green | fish | blue | stand | greenery | hide | stem | vegetation | plant | aquarium | lush | perch
2786,0,bamboo forest | bird | black | floor | forest | stand | stem | tree | wood | woodpecker,forest | wood | tree | stand | black | stem | bamboo forest | floor
4647,1,bird | boy | fly | food | gull | person | lake | man | pond | stone | stand | swan | walk | water | woman,lake | swan | fly | man | stone | person | stand | boy | woman | food | walk | pond | water
2034,0,bird | blue | calm | city | city skyline | cloudy | gray | ledge | sea | perch | sit | sky | stand | water | white,white | cloudy | city | calm | sit | ledge | blue | sea | stand | city skyline | sky | gray | perch | water
3759,1,bicycle | bird | duck | floor | lake | mountain bike | park | pond | stand | tire | tool | water,bicycle | lake | tire | floor | mountain bike | tool | stand | park | pond | water
1869,0,bird | branch | brush | hide | lush | perch | reed | sit | stand | stem | tree | vegetation | yellow,branch | reed | sit | tree | yellow | stand | stem | hide | vegetation | brush | lush | perch
918,0,balance | bird | boy | child | head | pigeon | play | rain | shirtless | sparrow | stand | walk,rain | shirtless | play | stand | boy | child | walk | head | balance
2134,0,bird | black | blue | cloud | cloudy | crow | ledge | perch | raven | sit | sky | stand | tree | yellow,cloudy | sit | ledge | tree | yellow | blue | black | cloud | stand | sky | perch
520,0,bamboo forest | barbie | bird | brown | doll | dress | figurine | girl | perch | sparrow | stand,barbie | brown | figurine | stand | doll | dress | bamboo forest | girl | perch
1115,0,bird | brown | ledge | perch | pole | rail | sit | sparrow | stand | stem | water,sit | ledge | brown | stand | rail | stem | pole | perch | water
2435,0,bird | blade | grass | gray | green | hide | lush | perch | plant | reed | sit | stem | vegetation | weed | yellow,reed | blade | sit | green | yellow | grass | hide | stem | vegetation | gray | weed | plant | lush | perch
1256,0,bird | flower | green | ledge | open | out | perch | sit | stand | tree | window | window frame | window sill,window frame | out | sit | ledge | green | tree | open | stand | window | flower | window sill | perch
3960,1,boat | dock | duck | hut | laundry | ledge | sea | sit | vessel | water,dock | boat | sit | ledge | vessel | laundry | sea | hut | water
4482,1,balustrade | beak | bird | boat | ledge | sea | penguin | rail | seabird | sky | stand | water | white,white | boat | ledge | stand | sea | rail | sky | balustrade | water
3123,0,beak | bird | branch | forest | green | perch | sit | stand | tree | tree branch | wood,branch | forest | sit | green | tree | wood | stand | tree branch | perch
3005,0,beak | bird | black | sea | perch | ride | stand | surf | surfboard | water | wave | yellow,surfboard | yellow | stand | sea | black | surf | wave | ride | perch | water
2889,0,beak | bird | branch | green | lush | perch | plant | reed | sit | stand | stem | tree | twig | vegetation,branch | reed | sit | green | tree | stand | stem | vegetation | twig | plant | lush | perch
842,0,apple tree | bird | black | bloom | blue | branch | flower | perch | sit | sky | stand | tree | tree branch | white,branch | bloom | white | sit | tree | blue | black | apple tree | stand | sky | flower | tree branch | perch
159,0,beak | bird | brown | bush | fly | hedge | hillside | ledge | lush | perch | tree,fly | ledge | tree | brown | hedge | bush | hillside | lush | perch
3843,1,beak | bird | flight | fly | gull | sky | spread | tree | white | wing,white | fly | tree | spread | sky | flight
1037,0,beak | bird | blanket | canary | floor | frozen | ice | snow | snowy | winter | yellow,snowy | ice | winter | snow | yellow | blanket | frozen | floor
1013,0,archery | attach | bird | black | blackbird | camouflage | gun | hunt | ladder | man | perch | pole | red | rifle | tree | tree trunk | woodpecker,archery | hunt | man | tree | rifle | black | gun | camouflage | attach | red | tree trunk | pole | perch | ladder
4445,1,beak | bird | flap | flight | fly | gray | gull | landing | reed | spread | swamp | twig | white | wing,reed | white | fly | flap | landing | spread | gray | twig | flight | swamp
2193,0,bird | black | branch | brush | bush | floor | hillside | limb | perch | sit | stand | tree | tree branch | twig | vegetation,branch | sit | tree | limb | bush | stand | black | vegetation | twig | brush | tree branch | hillside | floor | perch
2872,0,beak | bird | branch | bush | forest | green | lush | perch | sit | stand | tree | tree trunk | vegetation | wood | yellow,branch | forest | sit | green | tree | wood | yellow | stand | vegetation | bush | tree trunk | lush | perch
468,0,beak | bird | branch | forest | limb | perch | pole | post | sit | stand | tree | tree branch | wood | yellow,branch | forest | sit | wood | tree | yellow | limb | stand | post | tree branch | pole | perch
1816,0,bird | branch | fern | forest | green | hillside | lush | owl | perch | sit | stand | tree | tree branch | wood | yellow,branch | forest | fern | sit | green | tree | wood | yellow | stand | tree branch | hillside | lush | perch
3773,1,beak | bill | bird | couple | duck | fish | food | mouth | sea | penguin | seabird | seal | swim | water | water bird,couple | mouth | fish | swim | sea | seal | food | bill | water
4621,1,bird | boat | canopy | dock | gray | gull | ledge | perch | pole | rail | sit | stand | water | waterway | white,canopy | white | dock | boat | sit | ledge | stand | rail | waterway | gray | pole | perch | water
3562,0,bird | branch | brown | forest | grass | green | hillside | lush | perch | sit | stand | tree | wood,branch | forest | sit | brown | green | tree | wood | stand | grass | hillside | lush | perch
526,0,autumn forest | bird | branch | floor | perch | stand | tree | tree trunk | wood,autumn forest | branch | wood | tree | stand | tree trunk | floor | perch
3667,0,bird | canary | fly | forest | perch | sit | tree | wood | yellow,fly | forest | sit | wood | tree | yellow | perch
1788,0,bamboo forest | bird | blue | branch | perch | sit | stand | stem | tree | white | yellow,branch | white | sit | tree | yellow | blue | stand | stem | bamboo forest | perch
1995,0,bamboo forest | bird | crowded | food | person | perch | pigeon | stand | walk,stand | food | walk | crowded | bamboo forest | perch | person
4331,1,swimwear | bird | cormorant | dress | girl | mermaid | sea | stone | stand | woman,stone | mermaid | sea | woman | stand | swimwear | dress | girl
2926,0,bird | floor | forest | gray | green | lush | perch | sit | sky | stand | tree | vegetation | white,white | forest | floor | sit | green | tree | stand | vegetation | gray | sky | lush | perch
4033,1,beak | bird | blanket | fence | floor | gray | gull | ledge | perch | rail | sit | snow | snowy | stand | white | winter,snowy | white | fence | sit | ledge | snow | winter | stand | blanket | rail | gray | floor | perch
2012,0,bird | branch | brown | limb | perch | sit | stand | tree | tree branch | tree trunk,branch | sit | brown | tree | limb | stand | tree branch | tree trunk | perch
2370,0,beach | beach chair | bird | chair | daybed | folding chair | sea | perch | sand | sit,folding chair | chair | sit | beach | beach chair | sand | sea | daybed | perch
982,0,bamboo forest | beak | bird | brush | forest | gray | green | lush | perch | stand | tree | vegetation,forest | green | tree | stand | vegetation | gray | brush | bamboo forest | lush | perch
705,0,bird | blue | floor | frozen | green | ice | lake | pond | puddle | stand | swamp | walk | water,lake | ice | puddle | floor | green | blue | stand | frozen | walk | pond | swamp | water
3377,0,bird | branch | brown | ledge | limb | perch | sit | stand | tree | tree branch | yellow,branch | sit | ledge | tree | brown | yellow | limb | stand | tree branch | perch
1332,0,beak | bird | branch | flap | flight | fly | parrot | red | sky | spread | tree | tree branch | wing | woodpecker,branch | fly | flap | tree | spread | sky | tree branch | red | flight
4010,1,binocular | bird | photographer | fly | goggles | gull | person | lake | man | photo | picture | stand | take | tripod | water | woman,binocular | lake | fly | take | tripod | man | photo | stand | woman | picture | goggles | water | photographer | person
3213,0,animal | bird | cheetah | cub | enclosure | floor | habitat | log | stand | stump | tree | tree trunk,habitat | tree | enclosure | animal | cheetah | stand | stump | log | cub | tree trunk | floor
1823,0,angel | bird | bird bath | brown | graveyard | owl | perch | stone | sculpture | sit | sparrow | stand | statue,bird bath | sit | brown | stone | sculpture | graveyard | stand | perch | statue | angel
2436,0,bird | black | blue | branch | crow | eagle | forest | log | perch | pole | sit | stand | stump | tarp | tree | tree trunk | wood,branch | tarp | forest | sit | wood | tree | blue | black | stand | stump | log | tree trunk | pole | perch
3677,0,bamboo | bamboo forest | bird | blue | bluebird | person | parrot | perch | reed | stone | stand | stem | woman,reed | bamboo | stone | blue | stand | stem | woman | bamboo forest | perch | person
1481,0,bird | branch | perch | sit | stand | stump | tree | tree trunk | yellow,branch | sit | tree | yellow | stand | stump | tree trunk | perch
1442,0,beak | bird | blanket | branch | brown | limb | perch | sit | snow | sparrow | tree | tree branch,branch | sit | brown | tree | snow | limb | blanket | tree branch | perch
3610,0,bird | branch | brown | ledge | perch | rail | sit | sun | sunset | tree | tree branch | wood | yellow,branch | sit | ledge | brown | sun | tree | wood | yellow | rail | tree branch | perch | sunset
262,0,bamboo forest | bird | boot | catch | dress | forest | girl | green | perch | pose | stand | tree | woman | wood | woodpecker,forest | pose | catch | green | tree | wood | stand | woman | boot | dress | bamboo forest | girl | perch
41,0,belly | bamboo forest | bird | black | catch | crow | girl | photo | pose | raven | stand | woman,pose | belly | catch | photo | stand | black | woman | girl | bamboo forest
3338,0,beak | bird | fence | floor | perch | sit | stand | stump | tree,fence | sit | tree | stand | stump | floor | perch
1498,0,beak | bird | black | fern | forest | green | greenery | lush | perch | plant | redwood | sit | stand | tree | tree trunk | vegetation | white | wood,white | forest | sit | green | tree | wood | redwood | stand | black | greenery | vegetation | plant | fern | tree trunk | lush | perch
